"","TimePeriod","position","water_year","Node","Species","Life_Stage","Hydraulic","bottom_type","Suitability_Class","Type","TimePercentage"
"27","critical","MC",2011,"11101250","Cladophora","Adult","Depth","Soft","High","High",76.7304189435337
"28","critical","MC",2012,"11101250","Cladophora","Adult","Depth","Soft","High","Low",99.9771689497717
"29","critical","MC",2012,"11101250","Cladophora","Adult","Depth","Soft","High","Medium",99.189497716895
"30","critical","MC",2012,"11101250","Cladophora","Adult","Depth","Soft","High","High",93.5730593607306
"31","critical","MC",2013,"11101250","Cladophora","Adult","Depth","Soft","High","Low",99.9086757990868
"32","critical","MC",2013,"11101250","Cladophora","Adult","Depth","Soft","High","Medium",99.486301369863
"33","critical","MC",2013,"11101250","Cladophora","Adult","Depth","Soft","High","High",95.148401826484
"34","critical","MC",2014,"11101250","Cladophora","Adult","Depth","Soft","High","Low",97.648401826484
"35","critical","MC",2014,"11101250","Cladophora","Adult","Depth","Soft","High","Medium",97.0662100456621
"36","critical","MC",2014,"11101250","Cladophora","Adult","Depth","Soft","High","High",93.2762557077626
"37","critical","MC",2015,"11101250","Cladophora","Adult","Depth","Soft","High","Low",99.8633879781421
"38","critical","MC",2015,"11101250","Cladophora","Adult","Depth","Soft","High","Medium",99.33970856102
"39","critical","MC",2015,"11101250","Cladophora","Adult","Depth","Soft","High","High",93.6930783242259
"40","critical","MC",2016,"11101250","Cladophora","Adult","Depth","Soft","High","Low",99.6917808219178
"41","critical","MC",2016,"11101250","Cladophora","Adult","Depth","Soft","High","Medium",94.0981735159817
"42","critical","MC",2016,"11101250","Cladophora","Adult","Depth","Soft","High","High",80.1027397260274
"43","critical","ROB",2010,"11101250","Cladophora","Adult","Depth","Soft","Partial","Low",34.3646534992579
"44","critical","ROB",2010,"11101250","Cladophora","Adult","Depth","Soft","Partial","Medium",33.6796437949538
"45","critical","ROB",2010,"11101250","Cladophora","Adult","Depth","Soft","Partial","High",30.8825208357118
"46","critical","ROB",2011,"11101250","Cladophora","Adult","Depth","Soft","Low","Low",9.31238615664845
"47","critical","ROB",2011,"11101250","Cladophora","Adult","Depth","Soft","Low","Medium",9.14162112932605
"48","critical","ROB",2011,"11101250","Cladophora","Adult","Depth","Soft","Low","High",7.90072859744991
"49","critical","ROB",2012,"11101250","Cladophora","Adult","Depth","Soft","Low","Low",1.66666666666667
"50","critical","ROB",2012,"11101250","Cladophora","Adult","Depth","Soft","Low","Medium",1.64383561643836
"51","critical","ROB",2012,"11101250","Cladophora","Adult","Depth","Soft","Low","High",1.03881278538813
"52","critical","ROB",2013,"11101250","Cladophora","Adult","Depth","Soft","Low","Low",1.03881278538813
"53","critical","ROB",2013,"11101250","Cladophora","Adult","Depth","Soft","Low","Medium",0.947488584474886
"54","critical","ROB",2013,"11101250","Cladophora","Adult","Depth","Soft","Low","High",0.605022831050228
"55","critical","ROB",2014,"11101250","Cladophora","Adult","Depth","Soft","Low","Low",1.70091324200913
"56","critical","ROB",2014,"11101250","Cladophora","Adult","Depth","Soft","Low","Medium",1.65525114155251
"57","critical","ROB",2014,"11101250","Cladophora","Adult","Depth","Soft","Low","High",1.23287671232877
"58","critical","ROB",2015,"11101250","Cladophora","Adult","Depth","Soft","Low","Low",1.32058287795993
"59","critical","ROB",2015,"11101250","Cladophora","Adult","Depth","Soft","Low","Medium",1.183970856102
"60","critical","ROB",2015,"11101250","Cladophora","Adult","Depth","Soft","Low","High",0.796903460837887
"61","critical","ROB",2016,"11101250","Cladophora","Adult","Depth","Soft","Low","Low",14.4634703196347
"62","critical","ROB",2016,"11101250","Cladophora","Adult","Depth","Soft","Low","Medium",14.1552511415525
"63","critical","ROB",2016,"11101250","Cladophora","Adult","Depth","Soft","Low","High",13.1506849315068
"64","critical","LOB",2010,"F300","Cladophora","Adult","Depth","Soft","Low","Low",12.6384290444115
"65","critical","LOB",2010,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",12.5356775887658
"66","critical","LOB",2010,"F300","Cladophora","Adult","Depth","Soft","Low","High",11.8506678844617
"67","critical","LOB",2011,"F300","Cladophora","Adult","Depth","Soft","Low","Low",3.15346083788707
"68","critical","LOB",2011,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",3.14207650273224
"69","critical","LOB",2011,"F300","Cladophora","Adult","Depth","Soft","Low","High",2.70947176684882
"70","critical","LOB",2012,"F300","Cladophora","Adult","Depth","Soft","Low","Low",4.5662100456621
"71","critical","LOB",2012,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",4.5662100456621
"72","critical","LOB",2012,"F300","Cladophora","Adult","Depth","Soft","Low","High",4.40639269406393
"73","critical","LOB",2013,"F300","Cladophora","Adult","Depth","Soft","Low","Low",1.64383561643836
"74","critical","LOB",2013,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",1.59817351598174
"75","critical","LOB",2013,"F300","Cladophora","Adult","Depth","Soft","Low","High",1.41552511415525
"76","critical","LOB",2014,"F300","Cladophora","Adult","Depth","Soft","Low","Low",2.92237442922374
"77","critical","LOB",2014,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",2.89954337899543
"78","critical","LOB",2014,"F300","Cladophora","Adult","Depth","Soft","Low","High",2.67123287671233
"79","critical","LOB",2015,"F300","Cladophora","Adult","Depth","Soft","Low","Low",2.36794171220401
"80","critical","LOB",2015,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",2.34517304189435
"81","critical","LOB",2015,"F300","Cladophora","Adult","Depth","Soft","Low","High",2.06056466302368
"82","critical","LOB",2016,"F300","Cladophora","Adult","Depth","Soft","Low","Low",12.7625570776256
"83","critical","LOB",2016,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",12.6598173515982
"84","critical","LOB",2016,"F300","Cladophora","Adult","Depth","Soft","Low","High",12.0547945205479
"85","critical","MC",2010,"F300","Cladophora","Adult","Depth","Soft","High","Low",99.5889941774175
"86","critical","MC",2010,"F300","Cladophora","Adult","Depth","Soft","High","Medium",99.0524032423793
"87","critical","MC",2010,"F300","Cladophora","Adult","Depth","Soft","High","High",86.1970544582715
"88","critical","MC",2011,"F300","Cladophora","Adult","Depth","Soft","High","Low",99.9203096539162
"89","critical","MC",2011,"F300","Cladophora","Adult","Depth","Soft","High","Medium",99.6129326047359
"90","critical","MC",2011,"F300","Cladophora","Adult","Depth","Soft","High","High",96.117941712204
"91","critical","MC",2012,"F300","Cladophora","Adult","Depth","Soft","High","Low",100
"92","critical","MC",2012,"F300","Cladophora","Adult","Depth","Soft","High","Medium",99.8858447488584
"93","critical","MC",2012,"F300","Cladophora","Adult","Depth","Soft","High","High",94.9885844748858
"94","critical","MC",2013,"F300","Cladophora","Adult","Depth","Soft","High","Low",99.9771689497717
"95","critical","MC",2013,"F300","Cladophora","Adult","Depth","Soft","High","Medium",99.8059360730594
"96","critical","MC",2013,"F300","Cladophora","Adult","Depth","Soft","High","High",98.2305936073059
"97","critical","MC",2014,"F300","Cladophora","Adult","Depth","Soft","High","Low",100
"98","critical","MC",2014,"F300","Cladophora","Adult","Depth","Soft","High","Medium",99.8059360730594
"99","critical","MC",2014,"F300","Cladophora","Adult","Depth","Soft","High","High",96.8264840182648
"100","critical","MC",2015,"F300","Cladophora","Adult","Depth","Soft","High","Low",99.9886156648452
"101","critical","MC",2015,"F300","Cladophora","Adult","Depth","Soft","High","Medium",99.7950819672131
"102","critical","MC",2015,"F300","Cladophora","Adult","Depth","Soft","High","High",97.4840619307832
"103","critical","MC",2016,"F300","Cladophora","Adult","Depth","Soft","High","Low",99.9200913242009
"104","critical","MC",2016,"F300","Cladophora","Adult","Depth","Soft","High","Medium",99.4406392694064
"105","critical","MC",2016,"F300","Cladophora","Adult","Depth","Soft","High","High",85.9132420091324
"106","critical","ROB",2010,"F300","Cladophora","Adult","Depth","Soft","Low","Low",12.6384290444115
"107","critical","ROB",2010,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",12.5356775887658
"108","critical","ROB",2010,"F300","Cladophora","Adult","Depth","Soft","Low","High",11.8506678844617
"109","critical","ROB",2011,"F300","Cladophora","Adult","Depth","Soft","Low","Low",3.15346083788707
"110","critical","ROB",2011,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",3.14207650273224
"111","critical","ROB",2011,"F300","Cladophora","Adult","Depth","Soft","Low","High",2.70947176684882
"112","critical","ROB",2012,"F300","Cladophora","Adult","Depth","Soft","Low","Low",4.5662100456621
"113","critical","ROB",2012,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",4.5662100456621
"114","critical","ROB",2012,"F300","Cladophora","Adult","Depth","Soft","Low","High",4.40639269406393
"115","critical","ROB",2013,"F300","Cladophora","Adult","Depth","Soft","Low","Low",1.64383561643836
"116","critical","ROB",2013,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",1.59817351598174
"117","critical","ROB",2013,"F300","Cladophora","Adult","Depth","Soft","Low","High",1.41552511415525
"118","critical","ROB",2014,"F300","Cladophora","Adult","Depth","Soft","Low","Low",2.92237442922374
"119","critical","ROB",2014,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",2.89954337899543
"120","critical","ROB",2014,"F300","Cladophora","Adult","Depth","Soft","Low","High",2.67123287671233
"121","critical","ROB",2015,"F300","Cladophora","Adult","Depth","Soft","Low","Low",2.36794171220401
"122","critical","ROB",2015,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",2.34517304189435
"123","critical","ROB",2015,"F300","Cladophora","Adult","Depth","Soft","Low","High",2.06056466302368
"124","critical","ROB",2016,"F300","Cladophora","Adult","Depth","Soft","Low","Low",12.7625570776256
"125","critical","ROB",2016,"F300","Cladophora","Adult","Depth","Soft","Low","Medium",12.6598173515982
"126","critical","ROB",2016,"F300","Cladophora","Adult","Depth","Soft","Low","High",12.0547945205479
"127","critical","MC",2010,"F319","Cladophora","Adult","Depth","Concrete","High","Low",99.9771663431899
"128","critical","MC",2010,"F319","Cladophora","Adult","Depth","Concrete","High","Medium",99.337823952506
"129","critical","MC",2010,"F319","Cladophora","Adult","Depth","Concrete","High","High",96.6777029341249
"130","critical","MC",2011,"F319","Cladophora","Adult","Depth","Concrete","High","Low",100
"131","critical","MC",2011,"F319","Cladophora","Adult","Depth","Concrete","High","Medium",99.8747723132969
"132","critical","MC",2011,"F319","Cladophora","Adult","Depth","Concrete","High","High",98.7135701275046
"133","critical","MC",2012,"F319","Cladophora","Adult","Depth","Concrete","High","Low",100
"134","critical","MC",2012,"F319","Cladophora","Adult","Depth","Concrete","High","Medium",99.9885844748858
"135","critical","MC",2012,"F319","Cladophora","Adult","Depth","Concrete","High","High",98.9840182648402
"136","critical","MC",2013,"F319","Cladophora","Adult","Depth","Concrete","High","Low",100
"137","critical","MC",2013,"F319","Cladophora","Adult","Depth","Concrete","High","Medium",99.8858447488584
"138","critical","MC",2013,"F319","Cladophora","Adult","Depth","Concrete","High","High",99.4292237442922
"139","critical","MC",2014,"F319","Cladophora","Adult","Depth","Concrete","High","Low",100
"140","critical","MC",2014,"F319","Cladophora","Adult","Depth","Concrete","High","Medium",99.8744292237443
"141","critical","MC",2014,"F319","Cladophora","Adult","Depth","Concrete","High","High",98.9497716894977
"142","critical","MC",2015,"F319","Cladophora","Adult","Depth","Concrete","High","Low",100
"143","critical","MC",2015,"F319","Cladophora","Adult","Depth","Concrete","High","Medium",99.8406193078324
"144","critical","MC",2015,"F319","Cladophora","Adult","Depth","Concrete","High","High",99.1917122040073
"145","critical","MC",2016,"F319","Cladophora","Adult","Depth","Concrete","High","Low",99.9200913242009
"146","critical","MC",2016,"F319","Cladophora","Adult","Depth","Concrete","High","Medium",99.4748858447489
"147","critical","MC",2016,"F319","Cladophora","Adult","Depth","Concrete","High","High",97.2488584474886
"148","critical","MC",2010,"F34D","Cladophora","Adult","Depth","Concrete","High","Low",100
"149","critical","MC",2010,"F34D","Cladophora","Adult","Depth","Concrete","High","Medium",99.9429158579747
"150","critical","MC",2010,"F34D","Cladophora","Adult","Depth","Concrete","High","High",98.4473113369106
"151","critical","MC",2011,"F34D","Cladophora","Adult","Depth","Concrete","High","Low",100
"152","critical","MC",2011,"F34D","Cladophora","Adult","Depth","Concrete","High","Medium",99.9886156648452
"153","critical","MC",2011,"F34D","Cladophora","Adult","Depth","Concrete","High","High",99.4193989071038
"154","critical","MC",2012,"F34D","Cladophora","Adult","Depth","Concrete","High","Low",100
"155","critical","MC",2012,"F34D","Cladophora","Adult","Depth","Concrete","High","Medium",100
"156","critical","MC",2012,"F34D","Cladophora","Adult","Depth","Concrete","High","High",99.8059360730594
"157","critical","MC",2013,"F34D","Cladophora","Adult","Depth","Concrete","High","Low",100
"158","critical","MC",2013,"F34D","Cladophora","Adult","Depth","Concrete","High","Medium",99.9885844748858
"159","critical","MC",2013,"F34D","Cladophora","Adult","Depth","Concrete","High","High",99.7374429223744
"160","critical","MC",2014,"F34D","Cladophora","Adult","Depth","Concrete","High","Low",100
"161","critical","MC",2014,"F34D","Cladophora","Adult","Depth","Concrete","High","Medium",99.9885844748858
"162","critical","MC",2014,"F34D","Cladophora","Adult","Depth","Concrete","High","High",99.6118721461187
"163","critical","MC",2015,"F34D","Cladophora","Adult","Depth","Concrete","High","Low",100
"164","critical","MC",2015,"F34D","Cladophora","Adult","Depth","Concrete","High","Medium",99.9886156648452
"165","critical","MC",2015,"F34D","Cladophora","Adult","Depth","Concrete","High","High",99.6357012750455
"166","critical","MC",2016,"F34D","Cladophora","Adult","Depth","Concrete","High","Low",100
"167","critical","MC",2016,"F34D","Cladophora","Adult","Depth","Concrete","High","Medium",99.9086757990868
"168","critical","MC",2016,"F34D","Cladophora","Adult","Depth","Concrete","High","High",99.0867579908676
"169","critical","MC",2010,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Low",18.015755223199
"170","critical","MC",2010,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Medium",18.015755223199
"171","critical","MC",2010,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","High",17.5019979449709
"172","critical","MC",2011,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Low",10.5874316939891
"173","critical","MC",2011,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Medium",10.5874316939891
"174","critical","MC",2011,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","High",10.5874316939891
"175","critical","MC",2012,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Low",11.324200913242
"176","critical","MC",2012,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Medium",11.324200913242
"177","critical","MC",2012,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","High",11.324200913242
"178","critical","MC",2013,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Low",5.70776255707763
"179","critical","MC",2013,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Medium",5.70776255707763
"180","critical","MC",2013,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","High",5.65068493150685
"181","critical","MC",2014,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Low",9.63470319634703
"182","critical","MC",2014,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Medium",9.63470319634703
"183","critical","MC",2014,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","High",9.55479452054795
"184","critical","MC",2015,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Low",8.87978142076503
"185","critical","MC",2015,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Medium",8.87978142076503
"186","critical","MC",2015,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","High",8.80009107468124
"187","critical","MC",2016,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Low",16.8150684931507
"188","critical","MC",2016,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","Medium",16.8036529680365
"189","critical","MC",2016,"F37BHigh","Cladophora","Adult","Depth","Soft","Low","High",16.4269406392694
"190","critical","LOB",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",1.29010160977281
"191","critical","LOB",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.548007763443315
"192","critical","LOB",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.36533850896221
"193","critical","LOB",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",0.580601092896175
"194","critical","LOB",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.500910746812386
"195","critical","LOB",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.387067395264117
"196","critical","LOB",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",0.182648401826484
"197","critical","LOB",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.125570776255708
"198","critical","LOB",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.125570776255708
"199","critical","LOB",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",0.319634703196347
"200","critical","LOB",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.148401826484018
"201","critical","LOB",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.102739726027397
"202","critical","LOB",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",0.365296803652968
"203","critical","LOB",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.262557077625571
"204","critical","LOB",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.194063926940639
"205","critical","LOB",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",0.37568306010929
"206","critical","LOB",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.26183970856102
"207","critical","LOB",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.182149362477231
"208","critical","LOB",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",1.11872146118721
"209","critical","LOB",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.69634703196347
"210","critical","LOB",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.490867579908676
"211","critical","MC",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",7.26110286562393
"212","critical","MC",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",6.63317730334513
"213","critical","MC",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",6.39342390683868
"214","critical","MC",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",4.0983606557377
"215","critical","MC",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",3.98451730418944
"216","critical","MC",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",3.82513661202186
"217","critical","MC",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",4.17808219178082
"218","critical","MC",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",4.12100456621005
"219","critical","MC",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",4.07534246575342
"220","critical","MC",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",2.15753424657534
"221","critical","MC",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",2.02054794520548
"222","critical","MC",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",1.9634703196347
"223","critical","MC",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",3.63013698630137
"224","critical","MC",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",3.51598173515982
"225","critical","MC",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",3.44748858447489
"226","critical","MC",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",2.99408014571949
"227","critical","MC",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",2.90300546448087
"228","critical","MC",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",2.77777777777778
"229","critical","MC",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",7.0662100456621
"230","critical","MC",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",6.68949771689498
"231","critical","MC",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",6.44977168949772
"232","critical","ROB",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Partial","Low",30.3116794154584
"233","critical","ROB",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Partial","Medium",0.12558511245576
"234","critical","ROB",2010,"F37BLow","Cladophora","Adult","Depth","Soft","Partial","High",0.445256307797694
"235","critical","ROB",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",18.6930783242259
"236","critical","ROB",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.0683060109289618
"237","critical","ROB",2011,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.330145719489982
"238","critical","ROB",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",20.5821917808219
"239","critical","ROB",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.0228310502283105
"240","critical","ROB",2012,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.102739726027397
"241","critical","ROB",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",12.4657534246575
"242","critical","ROB",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.045662100456621
"243","critical","ROB",2013,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.125570776255708
"244","critical","ROB",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",18.5616438356164
"245","critical","ROB",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.045662100456621
"246","critical","ROB",2014,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.148401826484018
"247","critical","ROB",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Low",18.6020036429872
"248","critical","ROB",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","Medium",0.0455373406193078
"249","critical","ROB",2015,"F37BLow","Cladophora","Adult","Depth","Soft","Low","High",0.227686703096539
"250","critical","ROB",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Partial","Low",27.4657534246575
"251","critical","ROB",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Partial","Medium",0.136986301369863
"252","critical","ROB",2016,"F37BLow","Cladophora","Adult","Depth","Soft","Partial","High",0.45662100456621
"253","critical","MC",2010,"F45B","Cladophora","Adult","Depth","Concrete","Low","Low",3.98447311336911
"254","critical","MC",2010,"F45B","Cladophora","Adult","Depth","Concrete","Low","Medium",3.40221486471058
"255","critical","MC",2010,"F45B","Cladophora","Adult","Depth","Concrete","Low","High",2.76287247402672
"256","critical","MC",2011,"F45B","Cladophora","Adult","Depth","Concrete","Low","Low",3.87067395264117
"257","critical","MC",2011,"F45B","Cladophora","Adult","Depth","Concrete","Low","Medium",3.81375227686703
"258","critical","MC",2011,"F45B","Cladophora","Adult","Depth","Concrete","Low","High",3.73406193078324
"259","critical","MC",2012,"F45B","Cladophora","Adult","Depth","Concrete","Low","Low",2.62557077625571
"260","critical","MC",2012,"F45B","Cladophora","Adult","Depth","Concrete","Low","Medium",2.62557077625571
"261","critical","MC",2012,"F45B","Cladophora","Adult","Depth","Concrete","Low","High",2.57990867579909
"262","critical","MC",2013,"F45B","Cladophora","Adult","Depth","Concrete","Low","Low",1.15296803652968
"263","critical","MC",2013,"F45B","Cladophora","Adult","Depth","Concrete","Low","Medium",1.15296803652968
"264","critical","MC",2013,"F45B","Cladophora","Adult","Depth","Concrete","Low","High",1.13013698630137
"265","critical","MC",2014,"F45B","Cladophora","Adult","Depth","Concrete","Low","Low",1.42694063926941
"266","critical","MC",2014,"F45B","Cladophora","Adult","Depth","Concrete","Low","Medium",1.42694063926941
"267","critical","MC",2014,"F45B","Cladophora","Adult","Depth","Concrete","Low","High",1.4041095890411
"268","critical","MC",2015,"F45B","Cladophora","Adult","Depth","Concrete","Low","Low",0.569216757741348
"269","critical","MC",2015,"F45B","Cladophora","Adult","Depth","Concrete","Low","Medium",0.569216757741348
"270","critical","MC",2015,"F45B","Cladophora","Adult","Depth","Concrete","Low","High",0.569216757741348
"271","critical","MC",2016,"F45B","Cladophora","Adult","Depth","Concrete","Low","Low",3.92694063926941
"272","critical","MC",2016,"F45B","Cladophora","Adult","Depth","Concrete","Low","Medium",3.61872146118721
"273","critical","MC",2016,"F45B","Cladophora","Adult","Depth","Concrete","Low","High",3.28767123287671
"274","critical","LOB",2010,"F57C","Cladophora","Adult","Depth","Soft","High","Low",99.9314990295696
"275","critical","LOB",2010,"F57C","Cladophora","Adult","Depth","Soft","High","Medium",99.0866537275945
"276","critical","LOB",2010,"F57C","Cladophora","Adult","Depth","Soft","High","High",95.2734330403014
"277","critical","LOB",2011,"F57C","Cladophora","Adult","Depth","Soft","High","Low",99.9886156648452
"278","critical","LOB",2011,"F57C","Cladophora","Adult","Depth","Soft","High","Medium",99.5446265938069
"279","critical","LOB",2011,"F57C","Cladophora","Adult","Depth","Soft","High","High",98.4744990892532
"280","critical","LOB",2012,"F57C","Cladophora","Adult","Depth","Soft","High","Low",100
