"","pos_code","Node","Species","Life_Stage","Hydraulic","TimePeriod","position","Overall_Class","sp_code","ClassOrder","Check_Class"
"45","11101250_ROB","11101250","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"46","11101250_ROB","11101250","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"47","11101250_ROB","11101250","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"48","11101250_ROB","11101250","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Low"
"49","11101250_ROB","11101250","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"50","11101250_ROB","11101250","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"51","11101250_ROB","11101250","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"52","11101250_ROB","11101250","Cladophora","Adult","Shear Stress","critical","ROB","High","Cladophora_Adult","3","Low"
"53","11101250_ROB","11101250","Cladophora","Adult","Depth","critical","ROB","Partial","Cladophora_Adult","2","Low"
"54","11101250_ROB","11101250","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"55","11101250_ROB","11101250","Steelhead","Migration_Prolonged","Velocity","critical","ROB","High","Steelhead_Migration_Prolonged","3","Low"
"56","11101250_ROB","11101250","Steelhead","Migration_Prolonged","Depth","critical","ROB","Low","Steelhead_Migration_Prolonged","1","Low"
"57","11101250_ROB","11101250","SAS","Juvenile","Depth","critical","ROB","Partial","SAS_Juvenile","2","Partial"
"58","11101250_ROB","11101250","Steelhead","Smolts","Depth","critical","ROB","Low","Steelhead_Smolts","1","Low"
"59","11101250_ROB","11101250","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"60","11101250_ROB","11101250","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"61","11101250_ROB","11101250","Steelhead","Migration","Velocity","critical","ROB","High","Steelhead_Migration","3","Low"
"62","11101250_ROB","11101250","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"63","11101250_ROB","11101250","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"64","F300_LOB","F300","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"65","F300_LOB","F300","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"66","F300_LOB","F300","Steelhead","Migration","Velocity","critical","LOB","High","Steelhead_Migration","3","Low"
"67","F300_LOB","F300","Steelhead","Migration","Depth","critical","LOB","Low","Steelhead_Migration","1","Low"
"68","F300_LOB","F300","Cladophora","Adult","Depth","critical","LOB","Low","Cladophora_Adult","1","Low"
"69","F300_LOB","F300","Cladophora","Adult","Shear Stress","critical","LOB","High","Cladophora_Adult","3","Low"
"70","F300_LOB","F300","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"71","F300_LOB","F300","Willow","Seedling","Shear","critical","LOB","Low","Willow_Seedling","1","Low"
"72","F300_LOB","F300","Willow","Seedling","Depth","critical","LOB","Low","Willow_Seedling","1","Low"
"73","F300_LOB","F300","Steelhead","Migration_Prolonged","Depth","critical","LOB","Low","Steelhead_Migration_Prolonged","1","Low"
"74","F300_LOB","F300","Steelhead","Migration_Prolonged","Velocity","critical","LOB","High","Steelhead_Migration_Prolonged","3","Low"
"75","F300_LOB","F300","SAS","Juvenile","Depth","critical","LOB","Partial","SAS_Juvenile","2","Partial"
"76","F300_LOB","F300","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"77","F300_LOB","F300","Typha","Adult","Velocity","Annual","LOB","High","Typha_Adult","3","Low"
"78","F300_LOB","F300","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"79","F300_LOB","F300","SAS","Adult","Depth","Annual","LOB","Partial","SAS_Adult","2","Low"
"80","F300_LOB","F300","SAS","Adult","Velocity","Annual","LOB","Low","SAS_Adult","1","Low"
"81","F300_LOB","F300","Steelhead","Smolts","Depth","critical","LOB","Low","Steelhead_Smolts","1","Low"
"82","F300_LOB","F300","Santa Ana Sucker","Juvenile","Velocity","summer","LOB","Low","Santa Ana Sucker_Juvenile","1","Low"
"83","F300_LOB","F300","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"84","F300_LOB","F300","Willow","Adult","StreamPower","Annual","LOB","High","Willow_Adult","3","High"
"85","F300_MC","F300","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"86","F300_MC","F300","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"87","F300_MC","F300","SAS","Juvenile","Depth","critical","MC","High","SAS_Juvenile","3","High"
"88","F300_MC","F300","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"89","F300_MC","F300","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"90","F300_MC","F300","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"91","F300_MC","F300","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","Partial"
"92","F300_MC","F300","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"93","F300_MC","F300","Willow","Seedling","Shear","critical","MC","High","Willow_Seedling","3","High"
"94","F300_MC","F300","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","High"
"95","F300_MC","F300","Steelhead","Migration_Prolonged","Velocity","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"96","F300_MC","F300","Steelhead","Migration_Prolonged","Depth","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"97","F300_MC","F300","Typha","Adult","Depth","Annual","MC","High","Typha_Adult","3","Partial"
"98","F300_MC","F300","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"99","F300_MC","F300","Cladophora","Adult","Velocity","critical","MC","High","Cladophora_Adult","3","High"
"100","F300_MC","F300","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","High"
"101","F300_MC","F300","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","High"
"102","F300_MC","F300","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Partial","Santa Ana Sucker_Juvenile","2","Partial"
"103","F300_MC","F300","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"104","F300_MC","F300","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"105","F300_MC","F300","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"106","F300_ROB","F300","Willow","Seedling","Shear","critical","ROB","Low","Willow_Seedling","1","Low"
"107","F300_ROB","F300","Willow","Seedling","Depth","critical","ROB","Low","Willow_Seedling","1","Low"
"108","F300_ROB","F300","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"109","F300_ROB","F300","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"110","F300_ROB","F300","Steelhead","Migration_Prolonged","Velocity","critical","ROB","High","Steelhead_Migration_Prolonged","3","Low"
"111","F300_ROB","F300","Steelhead","Migration_Prolonged","Depth","critical","ROB","Low","Steelhead_Migration_Prolonged","1","Low"
"112","F300_ROB","F300","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"113","F300_ROB","F300","Cladophora","Adult","Depth","critical","ROB","Low","Cladophora_Adult","1","Low"
"114","F300_ROB","F300","Cladophora","Adult","Shear Stress","critical","ROB","High","Cladophora_Adult","3","Low"
"115","F300_ROB","F300","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"116","F300_ROB","F300","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"117","F300_ROB","F300","SAS","Juvenile","Depth","critical","ROB","Partial","SAS_Juvenile","2","Partial"
"118","F300_ROB","F300","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"119","F300_ROB","F300","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"120","F300_ROB","F300","Steelhead","Migration","Velocity","critical","ROB","High","Steelhead_Migration","3","Low"
"121","F300_ROB","F300","Steelhead","Smolts","Depth","critical","ROB","Low","Steelhead_Smolts","1","Low"
"122","F300_ROB","F300","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"123","F300_ROB","F300","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"124","F300_ROB","F300","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Low"
"125","F300_ROB","F300","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"126","F300_ROB","F300","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"127","F319_MC","F319","Willow","Seedling","Shear","critical","MC","High","Willow_Seedling","3","High"
"128","F319_MC","F319","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","High"
"129","F319_MC","F319","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","High"
"130","F319_MC","F319","SAS","Adult","Velocity","Annual","MC","High","SAS_Adult","3","High"
"131","F319_MC","F319","Cladophora","Adult","Velocity","critical","MC","Partial","Cladophora_Adult","2","Partial"
"132","F319_MC","F319","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","Partial"
"133","F319_MC","F319","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","Partial"
"134","F319_MC","F319","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"135","F319_MC","F319","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"136","F319_MC","F319","SAS","Juvenile","Depth","critical","MC","High","SAS_Juvenile","3","High"
"137","F319_MC","F319","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"138","F319_MC","F319","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"139","F319_MC","F319","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"140","F319_MC","F319","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"141","F319_MC","F319","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"142","F319_MC","F319","Steelhead","Migration_Prolonged","Velocity","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"143","F319_MC","F319","Steelhead","Migration_Prolonged","Depth","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"144","F319_MC","F319","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"145","F319_MC","F319","Typha","Adult","Depth","Annual","MC","High","Typha_Adult","3","Partial"
"146","F319_MC","F319","Santa Ana Sucker","Juvenile","Velocity","summer","MC","High","Santa Ana Sucker_Juvenile","3","High"
"147","F319_MC","F319","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"148","F34D_MC","F34D","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","Low"
"149","F34D_MC","F34D","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"150","F34D_MC","F34D","Steelhead","Migration_Prolonged","Velocity","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"151","F34D_MC","F34D","Steelhead","Migration_Prolonged","Depth","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"152","F34D_MC","F34D","Cladophora","Adult","Velocity","critical","MC","High","Cladophora_Adult","3","High"
"153","F34D_MC","F34D","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","High"
"154","F34D_MC","F34D","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","High"
"155","F34D_MC","F34D","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","High"
"156","F34D_MC","F34D","SAS","Adult","Velocity","Annual","MC","High","SAS_Adult","3","High"
"157","F34D_MC","F34D","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"158","F34D_MC","F34D","SAS","Juvenile","Depth","critical","MC","High","SAS_Juvenile","3","High"
"159","F34D_MC","F34D","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"160","F34D_MC","F34D","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"161","F34D_MC","F34D","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"162","F34D_MC","F34D","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"163","F34D_MC","F34D","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"164","F34D_MC","F34D","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"165","F34D_MC","F34D","Santa Ana Sucker","Juvenile","Velocity","summer","MC","High","Santa Ana Sucker_Juvenile","3","High"
"166","F34D_MC","F34D","Typha","Adult","Depth","Annual","MC","High","Typha_Adult","3","Partial"
"167","F34D_MC","F34D","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"168","F34D_MC","F34D","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"169","F37BHigh_MC","F37BHigh","Cladophora","Adult","Shear Stress","critical","MC","Low","Cladophora_Adult","1","Low"
"170","F37BHigh_MC","F37BHigh","Cladophora","Adult","Velocity","critical","MC","Low","Cladophora_Adult","1","Low"
"171","F37BHigh_MC","F37BHigh","Cladophora","Adult","Depth","critical","MC","Partial","Cladophora_Adult","2","Low"
"172","F37BHigh_MC","F37BHigh","Steelhead","Migration","Velocity","critical","MC","Low","Steelhead_Migration","1","Low"
"173","F37BHigh_MC","F37BHigh","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"174","F37BHigh_MC","F37BHigh","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Low"
"175","F37BHigh_MC","F37BHigh","SAS","Adult","Velocity","Annual","MC","Low","SAS_Adult","1","Low"
"176","F37BHigh_MC","F37BHigh","Willow","Seedling","Depth","critical","MC","Low","Willow_Seedling","1","Low"
"177","F37BHigh_MC","F37BHigh","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"178","F37BHigh_MC","F37BHigh","Steelhead","Migration_Prolonged","Depth","critical","MC","Low","Steelhead_Migration_Prolonged","1","Low"
"179","F37BHigh_MC","F37BHigh","Steelhead","Migration_Prolonged","Velocity","critical","MC","Low","Steelhead_Migration_Prolonged","1","Low"
"180","F37BHigh_MC","F37BHigh","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"181","F37BHigh_MC","F37BHigh","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"182","F37BHigh_MC","F37BHigh","SAS","Juvenile","Depth","critical","MC","Partial","SAS_Juvenile","2","Partial"
"183","F37BHigh_MC","F37BHigh","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"184","F37BHigh_MC","F37BHigh","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"185","F37BHigh_MC","F37BHigh","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Low","Santa Ana Sucker_Juvenile","1","Low"
"186","F37BHigh_MC","F37BHigh","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"187","F37BHigh_MC","F37BHigh","Typha","Adult","Velocity","Annual","MC","Low","Typha_Adult","1","Low"
"188","F37BHigh_MC","F37BHigh","Typha","Adult","Depth","Annual","MC","Low","Typha_Adult","1","Low"
"189","F37BHigh_MC","F37BHigh","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"190","F37BLow_LOB","F37BLow","Cladophora","Adult","Shear Stress","critical","LOB","Low","Cladophora_Adult","1","Low"
"191","F37BLow_LOB","F37BLow","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"192","F37BLow_LOB","F37BLow","Cladophora","Adult","Depth","critical","LOB","Low","Cladophora_Adult","1","Low"
"193","F37BLow_LOB","F37BLow","Willow","Adult","StreamPower","Annual","LOB","High","Willow_Adult","3","High"
"194","F37BLow_LOB","F37BLow","Steelhead","Migration_Prolonged","Depth","critical","LOB","Low","Steelhead_Migration_Prolonged","1","Low"
"195","F37BLow_LOB","F37BLow","Steelhead","Migration_Prolonged","Velocity","critical","LOB","Partial","Steelhead_Migration_Prolonged","2","Low"
"196","F37BLow_LOB","F37BLow","SAS","Adult","Depth","Annual","LOB","Partial","SAS_Adult","2","Low"
"197","F37BLow_LOB","F37BLow","SAS","Adult","Velocity","Annual","LOB","Low","SAS_Adult","1","Low"
"198","F37BLow_LOB","F37BLow","Willow","Seedling","Shear","critical","LOB","Low","Willow_Seedling","1","Low"
"199","F37BLow_LOB","F37BLow","Willow","Seedling","Depth","critical","LOB","Low","Willow_Seedling","1","Low"
"200","F37BLow_LOB","F37BLow","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"201","F37BLow_LOB","F37BLow","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"202","F37BLow_LOB","F37BLow","Santa Ana Sucker","Juvenile","Velocity","summer","LOB","Low","Santa Ana Sucker_Juvenile","1","Low"
"203","F37BLow_LOB","F37BLow","SAS","Juvenile","Depth","critical","LOB","Partial","SAS_Juvenile","2","Partial"
"204","F37BLow_LOB","F37BLow","Steelhead","Migration","Depth","critical","LOB","Low","Steelhead_Migration","1","Low"
"205","F37BLow_LOB","F37BLow","Steelhead","Migration","Velocity","critical","LOB","Partial","Steelhead_Migration","2","Low"
"206","F37BLow_LOB","F37BLow","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"207","F37BLow_LOB","F37BLow","Steelhead","Smolts","Depth","critical","LOB","Low","Steelhead_Smolts","1","Low"
"208","F37BLow_LOB","F37BLow","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"209","F37BLow_LOB","F37BLow","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"210","F37BLow_LOB","F37BLow","Typha","Adult","Velocity","Annual","LOB","Low","Typha_Adult","1","Low"
"211","F37BLow_MC","F37BLow","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"212","F37BLow_MC","F37BLow","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"213","F37BLow_MC","F37BLow","Willow","Seedling","Depth","critical","MC","Low","Willow_Seedling","1","Low"
"214","F37BLow_MC","F37BLow","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"215","F37BLow_MC","F37BLow","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Low","Santa Ana Sucker_Juvenile","1","Low"
"216","F37BLow_MC","F37BLow","Cladophora","Adult","Shear Stress","critical","MC","Low","Cladophora_Adult","1","Low"
"217","F37BLow_MC","F37BLow","Cladophora","Adult","Depth","critical","MC","Low","Cladophora_Adult","1","Low"
"218","F37BLow_MC","F37BLow","Cladophora","Adult","Velocity","critical","MC","Low","Cladophora_Adult","1","Low"
"219","F37BLow_MC","F37BLow","SAS","Adult","Velocity","Annual","MC","Low","SAS_Adult","1","Low"
"220","F37BLow_MC","F37BLow","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Low"
"221","F37BLow_MC","F37BLow","Steelhead","Migration_Prolonged","Velocity","critical","MC","Partial","Steelhead_Migration_Prolonged","2","Low"
"222","F37BLow_MC","F37BLow","Steelhead","Migration_Prolonged","Depth","critical","MC","Low","Steelhead_Migration_Prolonged","1","Low"
"223","F37BLow_MC","F37BLow","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"224","F37BLow_MC","F37BLow","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"225","F37BLow_MC","F37BLow","Steelhead","Migration","Velocity","critical","MC","Partial","Steelhead_Migration","2","Low"
"226","F37BLow_MC","F37BLow","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"227","F37BLow_MC","F37BLow","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"228","F37BLow_MC","F37BLow","SAS","Juvenile","Depth","critical","MC","Partial","SAS_Juvenile","2","Partial"
"229","F37BLow_MC","F37BLow","Typha","Adult","Velocity","Annual","MC","Low","Typha_Adult","1","Low"
"230","F37BLow_MC","F37BLow","Typha","Adult","Depth","Annual","MC","Low","Typha_Adult","1","Low"
"231","F37BLow_MC","F37BLow","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"232","F37BLow_ROB","F37BLow","Willow","Seedling","Shear","critical","ROB","Low","Willow_Seedling","1","Low"
"233","F37BLow_ROB","F37BLow","Willow","Seedling","Depth","critical","ROB","Low","Willow_Seedling","1","Low"
"234","F37BLow_ROB","F37BLow","Cladophora","Adult","Depth","critical","ROB","High","Cladophora_Adult","3","Low"
"235","F37BLow_ROB","F37BLow","Cladophora","Adult","Shear Stress","critical","ROB","Low","Cladophora_Adult","1","Low"
"236","F37BLow_ROB","F37BLow","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"237","F37BLow_ROB","F37BLow","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"238","F37BLow_ROB","F37BLow","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"239","F37BLow_ROB","F37BLow","Steelhead","Migration","Velocity","critical","ROB","Partial","Steelhead_Migration","2","Low"
"240","F37BLow_ROB","F37BLow","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"241","F37BLow_ROB","F37BLow","SAS","Juvenile","Depth","critical","ROB","Partial","SAS_Juvenile","2","Partial"
"242","F37BLow_ROB","F37BLow","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"243","F37BLow_ROB","F37BLow","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"244","F37BLow_ROB","F37BLow","Steelhead","Migration_Prolonged","Depth","critical","ROB","Low","Steelhead_Migration_Prolonged","1","Low"
"245","F37BLow_ROB","F37BLow","Steelhead","Migration_Prolonged","Velocity","critical","ROB","Partial","Steelhead_Migration_Prolonged","2","Low"
"246","F37BLow_ROB","F37BLow","Typha","Seedling","Depth","critical","ROB","Partial","Typha_Seedling","2","Partial"
"247","F37BLow_ROB","F37BLow","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"248","F37BLow_ROB","F37BLow","Typha","Adult","Depth","Annual","ROB","Partial","Typha_Adult","2","Partial"
"249","F37BLow_ROB","F37BLow","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Partial"
"250","F37BLow_ROB","F37BLow","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
