"","Type","Species","Life_Stage","Hydraulic","Node","ProbabilityThreshold","Position","Limits","Unit","Q_Calculation","TimePeriod","bottom_type","MaxPercentage","MeanPercentage","LimitBound","Flag"
"12","Q_limit","Cladophora","Adult","Velocity","F300","Medium","MC",4.86,"m","Q >= limit","critical","Soft",100,99.8766421296456,"Lower","N"
"13","Q_limit","Cladophora","Adult","Velocity","F300","Medium","ROB",300.22,"m","Q >= limit","critical","Soft",9.21338052289074,2.76581027436998,"Lower","N"
"14","Q_limit","Cladophora","Adult","Velocity","F300","High","LOB",395.37,"m","Q >= limit","critical","Soft",9.21338052289074,2.76581027436998,"Lower","N"
"15","Q_limit","Cladophora","Adult","Velocity","F300","High","MC",12.69,"m","Q >= limit","critical","Soft",100,99.8766421296456,"Lower","N"
"16","Q_limit","Cladophora","Adult","Velocity","F300","High","ROB",395.37,"m","Q >= limit","critical","Soft",9.21338052289074,2.76581027436998,"Lower","N"
"17","Q_limit","Cladophora","Adult","Velocity","F319","Low","MC",122.73,"m","Q >= limit","critical","Concrete",98.9953191003539,29.9080676597392,"Lower","N"
"18","Q_limit","Cladophora","Adult","Velocity","F319","Medium","MC",266.54,"m","Q >= limit","critical","Concrete",98.9953191003539,29.9080676597392,"Lower","N"
"19","Q_limit","Cladophora","Adult","Velocity","F319","High","MC",486.27,"m","Q >= limit","critical","Concrete",98.9953191003539,29.9080676597392,"Lower","N"
"20","Q_limit","Cladophora","Adult","Depth","F34D","Low","MC",59.74,"cm","Q >= limit","critical","Concrete",100,99.788114885143,"Lower","N"
"21","Q_limit","Cladophora","Adult","Velocity","F34D","Low","MC",59.74,"m","Q >= limit","critical","Concrete",100,81.9738504828753,"Lower","N"
"22","Q_limit","Cladophora","Adult","Depth","F37BHigh","Low","MC",0.84,"cm","Q >= limit","critical","Soft",18.015755223199,11.5125777708873,"Lower","N"
"23","Q_limit","Cladophora","Adult","Velocity","F37BHigh","Low","MC",200.03,"m","Q >= limit","critical","Soft",1.29010160977281,0.268466311899499,"Lower","N"
"24","Q_limit","Cladophora","Adult","Velocity","F37BHigh","Medium","MC",407.18,"m","Q >= limit","critical","Soft",1.29010160977281,0.268466311899499,"Lower","N"
"25","Q_limit","Cladophora","Adult","Velocity","F37BHigh","High","MC",701.49,"m","Q >= limit","critical","Soft",1.29010160977281,0.268466311899499,"Lower","N"
"26","Q_limit","Cladophora","Adult","Velocity","F37BLow","Low","LOB",2754.94,"m","Q >= limit","critical","Soft",0.0114155251141553,0.000543596434007395,"Lower","N"
"27","Q_limit","Cladophora","Adult","Velocity","F45B","Low","MC",9.87,"m","Q >= limit","critical","Concrete",4.97495446265938,2.38434137565866,"Lower","N"
"28","Q_limit","Cladophora","Adult","Velocity","F45B","Medium","MC",21.05,"m","Q >= limit","critical","Concrete",4.97495446265938,2.38434137565866,"Lower","N"
"29","Q_limit","Cladophora","Adult","Velocity","F45B","High","MC",38.42,"m","Q >= limit","critical","Concrete",4.97495446265938,2.38434137565866,"Lower","N"
"30","Q_limit","Cladophora","Adult","Velocity","F57C","Low","LOB",26.23,"m","Q >= limit","critical","Soft",100,95.7449688535197,"Lower","N"
"31","Q_limit","Cladophora","Adult","Velocity","F57C","Low","MC",275.33,"m","Q >= limit","critical","Soft",10.7089850439548,2.66848296323664,"Lower","N"
"32","Q_limit","Cladophora","Adult","Velocity","F57C","Low","ROB",2204.58,"m","Q >= limit","critical","Soft",2.14636374015299,0.663344846280376,"Lower","N"
"33","Q_limit","Cladophora","Adult","Velocity","F57C","Medium","MC",554.62,"m","Q >= limit","critical","Soft",10.7089850439548,2.66848296323664,"Lower","N"
"34","Q_limit","Cladophora","Adult","Velocity","F57C","Medium","ROB",3358.74,"m","Q >= limit","critical","Soft",2.14636374015299,0.663344846280376,"Lower","N"
"35","Q_limit","Cladophora","Adult","Velocity","F57C","High","MC",945.32,"m","Q >= limit","critical","Soft",10.7089850439548,2.66848296323664,"Lower","N"
"36","Q_limit","Cladophora","Adult","Velocity","F57C","High","ROB",4790.84,"m","Q >= limit","critical","Soft",2.14636374015299,0.663344846280376,"Lower","N"
"37","Q_limit","Cladophora","Adult","Velocity","GLEN","Low","LOB",172.45,"m","Q >= limit","critical","Soft",14.704874985729,3.06031493556182,"Lower","N"
"38","Q_limit","Cladophora","Adult","Velocity","GLEN","Low","MC",4107.6,"m","Q >= limit","critical","Soft",0.970430414430871,0.21621049068016,"Lower","N"
"39","Q_limit","Cladophora","Adult","Velocity","GLEN","Low","ROB",264.04,"m","Q >= limit","critical","Soft",10.5948167599041,2.61415729408313,"Lower","N"
"40","Q_limit","Cladophora","Adult","Velocity","GLEN","Medium","LOB",513.66,"m","Q >= limit","critical","Soft",14.704874985729,3.06031493556182,"Lower","N"
"41","Q_limit","Cladophora","Adult","Velocity","GLEN","Medium","MC",8337.03,"m","Q >= limit","critical","Soft",0.970430414430871,0.21621049068016,"Lower","N"
"42","Q_limit","Cladophora","Adult","Velocity","GLEN","Medium","ROB",537.65,"m","Q >= limit","critical","Soft",10.5948167599041,2.61415729408313,"Lower","N"
"43","Q_limit","Cladophora","Adult","Velocity","GLEN","High","LOB",1129.34,"m","Q >= limit","critical","Soft",14.704874985729,3.06031493556182,"Lower","N"
"44","Q_limit","Cladophora","Adult","Velocity","GLEN","High","MC",15089.19,"m","Q >= limit","critical","Soft",0.970430414430871,0.21621049068016,"Lower","N"
"45","Q_limit","Cladophora","Adult","Velocity","GLEN","High","ROB",927.25,"m","Q >= limit","critical","Soft",10.5948167599041,2.61415729408313,"Lower","N"
"46","Q_limit","Cladophora","Adult","Velocity","LA1","Low","MC",220.88,"m","Q >= limit","critical","Concrete",19.6483616851239,5.13476667536419,"Lower","N"
"47","Q_limit","Cladophora","Adult","Velocity","LA1","Medium","MC",634.11,"m","Q >= limit","critical","Concrete",19.6483616851239,5.13476667536419,"Lower","N"
"48","Q_limit","Cladophora","Adult","Velocity","LA1","High","MC",1366.44,"m","Q >= limit","critical","Concrete",19.6483616851239,5.13476667536419,"Lower","N"
"49","Q_limit","Cladophora","Adult","Velocity","LA11","Low","LOB",288.99,"m","Q >= limit","critical","Soft",10.1038931384861,2.87443617747789,"Lower","N"
"50","Q_limit","Cladophora","Adult","Velocity","LA11","Low","MC",24.51,"m","Q >= limit","critical","Soft",100,67.5074831335541,"Lower","N"
"51","Q_limit","Cladophora","Adult","Velocity","LA11","Low","ROB",793.81,"m","Q >= limit","critical","Soft",3.81322068729307,1.40616245366691,"Lower","N"
"52","Q_limit","Cladophora","Adult","Velocity","LA11","Medium","LOB",420.5,"m","Q >= limit","critical","Soft",10.1038931384861,2.87443617747789,"Lower","N"
"53","Q_limit","Cladophora","Adult","Velocity","LA11","Medium","MC",56.88,"m","Q >= limit","critical","Soft",100,67.5074831335541,"Lower","N"
"54","Q_limit","Cladophora","Adult","Velocity","LA11","Medium","ROB",1223.18,"m","Q >= limit","critical","Soft",3.81322068729307,1.40616245366691,"Lower","N"
"55","Q_limit","Cladophora","Adult","Velocity","LA11","High","LOB",643.4,"m","Q >= limit","critical","Soft",10.1038931384861,2.87443617747789,"Lower","N"
"56","Q_limit","Cladophora","Adult","Velocity","LA11","High","MC",195.94,"m","Q >= limit","critical","Soft",100,67.5074831335541,"Lower","N"
"57","Q_limit","Cladophora","Adult","Velocity","LA11","High","ROB",1768.44,"m","Q >= limit","critical","Soft",3.81322068729307,1.40616245366691,"Lower","N"
"58","Q_limit","Cladophora","Adult","Velocity","LA13","Low","MC",94.12,"m","Q >= limit","critical","Concrete",50.1084598698482,8.81297251296195,"Lower","N"
"59","Q_limit","Cladophora","Adult","Velocity","LA13","Medium","MC",192.16,"m","Q >= limit","critical","Concrete",50.1084598698482,8.81297251296195,"Lower","N"
"60","Q_limit","Cladophora","Adult","Velocity","LA13","High","MC",332.48,"m","Q >= limit","critical","Concrete",50.1084598698482,8.81297251296195,"Lower","N"
"61","Q_limit","Cladophora","Adult","Velocity","LA14","Low","LOB",19.32,"m","Q >= limit","critical","Soft",100,99.7786106854979,"Lower","N"
"62","Q_limit","Cladophora","Adult","Velocity","LA14","Low","ROB",17.22,"m","Q >= limit","critical","Soft",100,37.561755028816,"Lower","N"
"63","Q_limit","Cladophora","Adult","Velocity","LA14","Medium","LOB",26.94,"m","Q >= limit","critical","Soft",100,99.7786106854979,"Lower","N"
"64","Q_limit","Cladophora","Adult","Velocity","LA14","Medium","ROB",103.78,"m","Q >= limit","critical","Soft",100,37.561755028816,"Lower","N"
"65","Q_limit","Cladophora","Adult","Velocity","LA14","High","LOB",40.72,"m","Q >= limit","critical","Soft",100,99.7786106854979,"Lower","N"
"66","Q_limit","Cladophora","Adult","Velocity","LA14","High","ROB",367.87,"m","Q >= limit","critical","Soft",100,37.561755028816,"Lower","N"
"67","Q_limit","Cladophora","Adult","Velocity","LA2","Low","MC",710.25,"m","Q >= limit","critical","Soft",6.72451193058568,2.43080431328148,"Lower","N"
"68","Q_limit","Cladophora","Adult","Velocity","LA2","Low","ROB",4054.57,"m","Q >= limit","critical","Soft",2.19203105377326,0.65905672972327,"Lower","N"
"69","Q_limit","Cladophora","Adult","Velocity","LA2","Medium","MC",1290.76,"m","Q >= limit","critical","Soft",6.72451193058568,2.43080431328148,"Lower","N"
"70","Q_limit","Cladophora","Adult","Velocity","LA2","Medium","ROB",5972.47,"m","Q >= limit","critical","Soft",2.19203105377326,0.65905672972327,"Lower","N"
"71","Q_limit","Cladophora","Adult","Velocity","LA2","High","MC",2097.76,"m","Q >= limit","critical","Soft",6.72451193058568,2.43080431328148,"Lower","N"
"72","Q_limit","Cladophora","Adult","Velocity","LA2","High","ROB",8362.78,"m","Q >= limit","critical","Soft",2.19203105377326,0.65905672972327,"Lower","N"
"73","Q_limit","Cladophora","Adult","Velocity","LA20","Low","LOB",287.51,"m","Q >= limit","critical","Soft",3.04829318415344,1.27031672617026,"Lower","N"
"74","Q_limit","Cladophora","Adult","Velocity","LA20","Low","MC",4.84,"m","Q >= limit","critical","Soft",88.5245901639344,27.2321219579421,"Lower","N"
"75","Q_limit","Cladophora","Adult","Velocity","LA20","Low","ROB",271.93,"m","Q >= limit","critical","Soft",3.08254366936865,1.31107136235252,"Lower","N"
"76","Q_limit","Cladophora","Adult","Velocity","LA20","Medium","LOB",405.48,"m","Q >= limit","critical","Soft",3.04829318415344,1.27031672617026,"Lower","N"
"77","Q_limit","Cladophora","Adult","Velocity","LA20","Medium","MC",17.47,"m","Q >= limit","critical","Soft",88.5245901639344,27.2321219579421,"Lower","N"
"78","Q_limit","Cladophora","Adult","Velocity","LA20","Medium","ROB",384.54,"m","Q >= limit","critical","Soft",3.08254366936865,1.31107136235252,"Lower","N"
"79","Q_limit","Cladophora","Adult","Velocity","LA20","High","LOB",552.99,"m","Q >= limit","critical","Soft",3.04829318415344,1.27031672617026,"Lower","N"
"80","Q_limit","Cladophora","Adult","Velocity","LA20","High","MC",45.96,"m","Q >= limit","critical","Soft",88.5245901639344,27.2321219579421,"Lower","N"
"81","Q_limit","Cladophora","Adult","Velocity","LA20","High","ROB",529.45,"m","Q >= limit","critical","Soft",3.08254366936865,1.31107136235252,"Lower","N"
"82","Q_limit","Cladophora","Adult","Velocity","LA202","Low","LOB",5092.05,"m","Q >= limit","critical","Soft",0.228310502283105,0.0728009603984455,"Lower","N"
"83","Q_limit","Cladophora","Adult","Velocity","LA202","Low","MC",32.26,"m","Q >= limit","critical","Soft",82.3201275045537,21.1050685325078,"Lower","N"
"84","Q_limit","Cladophora","Adult","Velocity","LA202","Low","ROB",8930.74,"m","Q >= limit","critical","Soft",0.125570776255708,0.0239100764170394,"Lower","N"
"85","Q_limit","Cladophora","Adult","Velocity","LA202","Medium","LOB",7341.05,"m","Q >= limit","critical","Soft",0.228310502283105,0.0728009603984455,"Lower","N"
"86","Q_limit","Cladophora","Adult","Velocity","LA202","Medium","MC",50.63,"m","Q >= limit","critical","Soft",82.3201275045537,21.1050685325078,"Lower","N"
"87","Q_limit","Cladophora","Adult","Velocity","LA202","Medium","ROB",13045.84,"m","Q >= limit","critical","Soft",0.125570776255708,0.0239100764170394,"Lower","N"
"88","Q_limit","Cladophora","Adult","Velocity","LA202","High","LOB",9763.36,"m","Q >= limit","critical","Soft",0.228310502283105,0.0728009603984455,"Lower","N"
"89","Q_limit","Cladophora","Adult","Velocity","LA202","High","MC",59.99,"m","Q >= limit","critical","Soft",82.3201275045537,21.1050685325078,"Lower","N"
"90","Q_limit","Cladophora","Adult","Velocity","LA202","High","ROB",17652.91,"m","Q >= limit","critical","Soft",0.125570776255708,0.0239100764170394,"Lower","N"
"91","Q_limit","Cladophora","Adult","Velocity","LA3","Low","LOB",195.76,"m","Q >= limit","critical","Soft",22.2513985614796,6.4637485344653,"Lower","N"
"92","Q_limit","Cladophora","Adult","Velocity","LA3","Low","MC",61.81,"m","Q >= limit","critical","Soft",100,100,"Lower","N"
"93","Q_limit","Cladophora","Adult","Velocity","LA3","Low","ROB",195.76,"m","Q >= limit","critical","Soft",22.2513985614796,6.4637485344653,"Lower","N"
"94","Q_limit","Cladophora","Adult","Velocity","LA3","Medium","LOB",348.27,"m","Q >= limit","critical","Soft",22.2513985614796,6.4637485344653,"Lower","N"
"95","Q_limit","Cladophora","Adult","Velocity","LA3","Medium","MC",61.81,"m","Q >= limit","critical","Soft",100,100,"Lower","N"
"96","Q_limit","Cladophora","Adult","Velocity","LA3","Medium","ROB",348.27,"m","Q >= limit","critical","Soft",22.2513985614796,6.4637485344653,"Lower","N"
"97","Q_limit","Cladophora","Adult","Velocity","LA3","High","LOB",557.99,"m","Q >= limit","critical","Soft",22.2513985614796,6.4637485344653,"Lower","N"
"98","Q_limit","Cladophora","Adult","Velocity","LA3","High","MC",61.81,"m","Q >= limit","critical","Soft",100,100,"Lower","N"
"99","Q_limit","Cladophora","Adult","Velocity","LA3","High","ROB",557.99,"m","Q >= limit","critical","Soft",22.2513985614796,6.4637485344653,"Lower","N"
"100","Q_limit","Cladophora","Adult","Velocity","LA8","Low","LOB",70.46,"m","Q >= limit","critical","Soft",99.9771663431899,45.8701680824943,"Lower","N"
"101","Q_limit","Cladophora","Adult","Velocity","LA8","Low","MC",46.51,"m","Q >= limit","critical","Soft",100,100,"Lower","N"
"102","Q_limit","Cladophora","Adult","Velocity","LA8","Low","ROB",59.95,"m","Q >= limit","critical","Soft",100,45.5766240052065,"Lower","N"
"103","Q_limit","Cladophora","Adult","Velocity","LA8","Medium","LOB",118.27,"m","Q >= limit","critical","Soft",99.9771663431899,45.8701680824943,"Lower","N"
"104","Q_limit","Cladophora","Adult","Velocity","LA8","Medium","MC",46.51,"m","Q >= limit","critical","Soft",100,100,"Lower","N"
"105","Q_limit","Cladophora","Adult","Velocity","LA8","Medium","ROB",119.3,"m","Q >= limit","critical","Soft",100,45.5766240052065,"Lower","N"
"106","Q_limit","Cladophora","Adult","Velocity","LA8","High","LOB",198.96,"m","Q >= limit","critical","Soft",99.9771663431899,45.8701680824943,"Lower","N"
"107","Q_limit","Cladophora","Adult","Velocity","LA8","High","MC",46.51,"m","Q >= limit","critical","Soft",100,100,"Lower","N"
"108","Q_limit","Cladophora","Adult","Velocity","LA8","High","ROB",200.65,"m","Q >= limit","critical","Soft",100,45.5766240052065,"Lower","N"
"109","Q_limit","SAS","Adult","Velocity","11101250","Low","LOB",780.42,"m","Q >= limit","Annual","Soft",2.02077862769723,0.270575161060139,"Lower","N"
"110","Q_limit","SAS","Adult","Velocity","11101250","Low","MC",74.26,"m","Q >= limit","Annual","Soft",30.4943486699395,3.24232417696999,"Lower","N"
"111","Q_limit","SAS","Adult","Velocity","11101250","Low","ROB",600.19,"m","Q >= limit","Annual","Soft",3.08254366936865,0.390644519657712,"Lower","N"
"112","Q_limit","SAS","Adult","Velocity","11101250","Medium","LOB",3639.12,"m","Q >= limit","Annual","Soft",2.02077862769723,0.270575161060139,"Lower","N"
"113","Q_limit","SAS","Adult","Velocity","11101250","Medium","ROB",3015.7,"m","Q >= limit","Annual","Soft",3.08254366936865,0.390644519657712,"Lower","N"
"114","Q_limit","SAS","Adult","Velocity","11101250","High","LOB",6825.96,"m","Q >= limit","Annual","Soft",2.02077862769723,0.270575161060139,"Lower","N"
"115","Q_limit","SAS","Adult","Velocity","11101250","High","ROB",5832.18,"m","Q >= limit","Annual","Soft",3.08254366936865,0.390644519657712,"Lower","N"
"116","Q_limit","SAS","Adult","Velocity","F37BLow","Low","LOB",1.59,"m","Q >= limit","Annual","Soft",14.4993720744377,4.09731541676395,"Lower","N"
"117","Q_limit","SAS","Adult","Velocity","F37BLow","Low","MC",0.19,"m","Q >= limit","Annual","Soft",26.0417855919626,10.9367563695642,"Lower","N"
"118","Q_limit","SAS","Adult","Velocity","F37BLow","High","LOB",2605.3,"m","Q >= limit","Annual","Soft",14.4993720744377,4.09731541676395,"Lower","N"
"119","Q_limit","SAS","Adult","Velocity","LA202","Low","ROB",1929.91,"m","Q >= limit","Annual","Soft",0.913346272405526,0.216212219923035,"Lower","N"
"120","Q_limit","Steelhead","Migration","Depth","11101250","Thresh","LOB",113.25,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"121","Q_limit","Steelhead","Migration","Depth","11101250","Thresh","MC",0.2,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"122","Q_limit","Steelhead","Migration","Depth","11101250","Thresh","ROB",84.95,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"123","Q_limit","Steelhead","Migration","Depth","11101250","Thresh","LOB",113.25,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"124","Q_limit","Steelhead","Migration","Depth","11101250","Thresh","MC",0.2,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"125","Q_limit","Steelhead","Migration","Depth","11101250","Thresh","ROB",84.95,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"126","Q_limit","Steelhead","Migration_Prolonged","Depth","11101250","Thresh","LOB",131.51,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"127","Q_limit","Steelhead","Migration_Prolonged","Depth","11101250","Thresh","MC",0.25,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"128","Q_limit","Steelhead","Migration_Prolonged","Depth","11101250","Thresh","ROB",99.64,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"129","Q_limit","Steelhead","Migration_Prolonged","Depth","11101250","Thresh","LOB",131.51,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"130","Q_limit","Steelhead","Migration_Prolonged","Depth","11101250","Thresh","MC",0.25,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"131","Q_limit","Steelhead","Migration_Prolonged","Depth","11101250","Thresh","ROB",99.64,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"132","Q_limit","Steelhead","Smolts","Depth","11101250","Thresh","LOB",93.98,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"133","Q_limit","Steelhead","Smolts","Depth","11101250","Thresh","MC",0.13,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"134","Q_limit","Steelhead","Smolts","Depth","11101250","Thresh","ROB",69.59,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"135","Q_limit","Steelhead","Smolts","Depth","11101250","Thresh","LOB",93.98,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"136","Q_limit","Steelhead","Smolts","Depth","11101250","Thresh","MC",0.13,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"137","Q_limit","Steelhead","Smolts","Depth","11101250","Thresh","ROB",69.59,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"138","Q_limit","Steelhead","Migration","Depth","F300","Thresh","LOB",396.6,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"139","Q_limit","Steelhead","Migration","Depth","F300","Thresh","MC",18.4,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"140","Q_limit","Steelhead","Migration","Depth","F300","Thresh","ROB",396.6,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"141","Q_limit","Steelhead","Migration","Depth","F300","Thresh","LOB",396.6,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"142","Q_limit","Steelhead","Migration","Depth","F300","Thresh","MC",18.4,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"143","Q_limit","Steelhead","Migration","Depth","F300","Thresh","ROB",396.6,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"144","Q_limit","Steelhead","Migration_Prolonged","Depth","F300","Thresh","LOB",545.71,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"145","Q_limit","Steelhead","Migration_Prolonged","Depth","F300","Thresh","MC",25.23,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"146","Q_limit","Steelhead","Migration_Prolonged","Depth","F300","Thresh","ROB",545.71,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"147","Q_limit","Steelhead","Migration_Prolonged","Depth","F300","Thresh","LOB",545.71,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"148","Q_limit","Steelhead","Migration_Prolonged","Depth","F300","Thresh","MC",25.23,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"149","Q_limit","Steelhead","Migration_Prolonged","Depth","F300","Thresh","ROB",545.71,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"150","Q_limit","Steelhead","Smolts","Depth","F300","Thresh","LOB",252.3,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"151","Q_limit","Steelhead","Smolts","Depth","F300","Thresh","MC",10.96,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"152","Q_limit","Steelhead","Smolts","Depth","F300","Thresh","ROB",252.3,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"153","Q_limit","Steelhead","Smolts","Depth","F300","Thresh","LOB",252.3,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"154","Q_limit","Steelhead","Smolts","Depth","F300","Thresh","MC",10.96,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"155","Q_limit","Steelhead","Smolts","Depth","F300","Thresh","ROB",252.3,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"156","Q_limit","Steelhead","Migration","Depth","F319","Thresh","MC",62.58,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"157","Q_limit","Steelhead","Migration","Depth","F319","Thresh","MC",62.58,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"158","Q_limit","Steelhead","Migration_Prolonged","Depth","F319","Thresh","MC",62.58,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"159","Q_limit","Steelhead","Migration_Prolonged","Depth","F319","Thresh","MC",62.58,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"160","Q_limit","Steelhead","Smolts","Depth","F319","Thresh","MC",62.58,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"161","Q_limit","Steelhead","Smolts","Depth","F319","Thresh","MC",62.58,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"162","Q_limit","Steelhead","Migration","Depth","F34D","Thresh","MC",59.74,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"163","Q_limit","Steelhead","Migration","Depth","F34D","Thresh","MC",59.74,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"164","Q_limit","Steelhead","Migration_Prolonged","Depth","F34D","Thresh","MC",59.74,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"165","Q_limit","Steelhead","Migration_Prolonged","Depth","F34D","Thresh","MC",59.74,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"166","Q_limit","Steelhead","Smolts","Depth","F34D","Thresh","MC",59.74,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"167","Q_limit","Steelhead","Smolts","Depth","F34D","Thresh","MC",59.74,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"168","Q_limit","Steelhead","Migration","Depth","F37BHigh","Thresh","MC",29.13,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"169","Q_limit","Steelhead","Migration","Depth","F37BHigh","Thresh","MC",29.13,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"170","Q_limit","Steelhead","Migration_Prolonged","Depth","F37BHigh","Thresh","MC",47.42,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"171","Q_limit","Steelhead","Migration_Prolonged","Depth","F37BHigh","Thresh","MC",47.42,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"172","Q_limit","Steelhead","Smolts","Depth","F37BHigh","Thresh","MC",12.99,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"173","Q_limit","Steelhead","Smolts","Depth","F37BHigh","Thresh","MC",12.99,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"174","Q_limit","Steelhead","Migration","Depth","F37BLow","Thresh","LOB",147.85,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"175","Q_limit","Steelhead","Migration","Depth","F37BLow","Thresh","MC",73.9,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"176","Q_limit","Steelhead","Migration","Depth","F37BLow","Thresh","ROB",50.21,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"177","Q_limit","Steelhead","Migration","Depth","F37BLow","Thresh","LOB",147.85,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"178","Q_limit","Steelhead","Migration","Depth","F37BLow","Thresh","MC",73.9,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"179","Q_limit","Steelhead","Migration","Depth","F37BLow","Thresh","ROB",50.21,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
"180","Q_limit","Steelhead","Migration_Prolonged","Depth","F37BLow","Thresh","LOB",154.64,"cm","Q >= limit",NA,NA,NA,NA,"Lower","N"
